text,relation
"In response to stress signaling , Arf is released from nucleophosmin and translocates to the nucleoplasm , where it interacts with MDM2 , inhibits its E3 ubiquitin ligase activity , and blocks the nucleocytoplasmic shuttling of the MDM2 and p53 complex .",0
Wnt signaling decreased GSK-3 phosphorylation of SMAD1 .,0
"Thus , the results demonstrated that by deactivating Ras/Raf/MEK / ERK and p90RSK pathway , p27 inhibited arsenite induced S6 phosphorylation .",0
"In this study , we reveal that Ras up-regulates RbAp46 expression in human breast and bladder cancer cells as well as in mouse fibroblast 7-4 cells , and the binding of RbAp46 with HDAC and Sp1 represses RECK promoter activation via the Sp1 site .",0
"Another example is that miR-637 may suppress autocrine leukemia inhibitory factor ( LIF ) expression and exogenous LIF triggered STAT3 phosphorylation , subsequently promoting the proliferation and metastasis of HCC   .",0
"However , the features of the available crystal structures before and after the ternary wt Ras-GDP-Cdc25 complex ( wt Ras and GDP complex ) and ( wt Ras and Cdc25 complex )           , respectively , suggest that the binding interaction of wt Ras with Cdc25 exposes the side chain of the Ras Cys 51  to solvents .",0
"ING5 , a member of the inhibitor of growth ( ING ) family , is a good example .  It is upregulated in response to DNA damage , forms a complex with p53 and Tip60 , and selectively promotes the acetylation of p53 at K120 by Tip60 ( but not by its relative , MOF ) .",1
"Depletion of prohibitin by siRNA blocked serum- or EGF induced phosphorylation of the ERK and Raf1 signaling kinases , demonstrating a requirement of prohibitin in Ras-Raf1-MAPK signal transduction .",0
"ING5 , a member of the inhibitor of growth ( ING ) family , is a good example .  It is upregulated in response to DNA damage , forms a complex with p53 and Tip60 , and selectively promotes the acetylation of p53 at K120 by Tip60 ( but not by its relative , MOF ) .",1
"Melatonin inhibits p300 HAT activity and p300 mediated NF-kappaB acetylation , thereby blocking NF-kappaB binding and p300 recruitment to the COX-2 promoter .",0
"The aFGF mediated RSK2 phosphorylation at Ser386 is inhibited by the treatment of U0126 , a specific MEK inhibitor , but not Wortmannin and LY294002 , PI3-K inhibitors , indicating that aFGF mediated RSK2 activation requires ERK2 induced C-terminal kinase activation .",0
"Phosphorylation of PRAS40 by Akt induces sequestration of p-PRAS40 by 14-3-3 proteins , which prevents it from inhibiting the mTOR , Raptor , mLST8 and Deptor containing TORC1 serine and threonine kinase complex [  -  ] .",1
"Phosphorylated Ksr can also function as a transactivator ; however , since Raf binding to Ksr induces limited kinase activity     , in quiescent cells the constitutive association of Ksr with B-Raf may serve to prevent C-Raf binding to B-Raf , safeguarding against undue activation of the pathway     .",0
This observation also supports the idea that calmodulin binds to HRas and KRas and suppresses their binding to Raf1 at the basal calcium concentration .,0
"In this regard , neurofibromin negatively regulates RAS activity by accelerating the hydrolysis of active GTP bound RAS to inactive GDP bound RAS .",0
"Upon PI3K activation , Akt phosphorylation of TSC2 destabilizes TSC2 and disrupts its interaction with TSC1 , thus abolishing the negative regulatory effect of TSC2 and TSC1 complex on mTORC1  ,   .",0
"SUR-8 facilitates Ras and Raf complex formation , whereas reduction of SUR-8 suppresses activated Ras mediated signaling in C. elegans .",0
"The strong association of Raf-RBD with Ras-GTP versus Ras-GDP  supports MCP110 disruption of the Ras and Raf complex , but the selectivity of MCP110 to disrupt interactions between Ras and Raf versus other GTPase and RBD pairs has also not yet been determined .",0
"The FTS induced Ras inhibition also inhibits c-jun phosphorylation , thus dispersing the c-jun and JDP2 heterodimer and allowing galectin-7 transcription .",0
"In this regard , neurofibromin negatively regulates RAS activity by accelerating the hydrolysis of active GTP bound RAS to inactive GDP bound RAS .",2
"Upon the activation of EGFR or other RTKs , Grb2 recruits Sos1 to the membrane to form Grb2 and Sos1 complex , which is crucial for signaling transduction and sequentially leads to the activation of Ras/MEK/MAPK ( generally recognized as extracellular signal regulated kinase , ERK ) .",1
"Surprisingly , we observed that Sos1 bound to Grb2 was gradually increased whereas PTPalpha or Gab1 bound to Grb2 was not changed with the increase of the amount of SUMO1 and Ubc9 plasmids           .",0
Active GTP bound Rac binds to cytosolic p67phox ( associated with p47phox and p40phox ) and then recruits the protein complex to the membranes where they bind to the integral membrane components gp91phox ( Nox2 ) and p22phox for the assembly and activation of the multimolecular NADPH oxidase to produce O2- .,1
"The interaction of activated GTP bound Ras with the Ras binding domain ( RBD ) of Raf-1 ,     generates GTP bound Ras-Raf complexes that lead to the activation of ERK and Akt .",1
"Besides MST1 , Rassf1a interacts with modulator of apoptosis 1 ( MOAP1 ) , a proapoptotic kinase known to bind to Bax , thus modulating its activity .  This interaction is stimulated by the presence of G12V KRas , resulting in an enhancement of cell death .",0
"Monomeric Amyloid-beta triggers the JNK1 mediated phosphorylation of Bcl-2 and therefore frees Beclin1 in order to induce autophagy , while Amyloid-beta oligomers block this phosphorylation , which strengthens the Bcl2-Beclin 1 interaction and results in autophagy-suppression and apoptosis .",0
"The attenuation of DAB2IP activity in PCa diminishes the cells ability to amplify the GTPase activity of Ras , leading to the prolonged accumulation of active GTP bound Ras .",1
Active GTP bound Rac binds to cytosolic p67phox ( associated with p47phox and p40phox ) and then recruits the protein complex to the membranes where they bind to the integral membrane components gp91phox ( Nox2 ) and p22phox for the assembly and activation of the multimolecular NADPH oxidase to produce O2- .,1
They found that Nedd4 requires Mnk2 dependent phosphorylation of Ser112 and Ser121 for its interaction with Spry2 .,0
mTORC2 modulates cell survival in response to growth factors by phosphorylating Akt on Ser473 which enhances subsequent Akt phosphorylation on Thr308 by PDK1    .,1
"Binding of Wnt to its cell surface receptors Fzd and Lrp 5 and 6 inhibits the phosphorylation of beta-catenin by GSK3beta , allowing beta-catenin to accumulate within the cytosol .",0
"Furthermore , given the similarity of the value of the K D  of the oxidant for the wt Ras and Cdc25 complex and that of the  app K I  of the oxidant for the ternary complex , the perturbation of the wt Ras Cdc25 binding interaction is likely the main factor that determines the oxidant mediated inhibition of the catalytic action of Cdc25 on wt Ras .",0
Further studies reveal that Gi is constitutively associated with IGF-1R and that stimulation of cells with insulin results in a reduction in the amount of Gbetagamma associated with IGF-1R .,0
"Z36 can competitively inhibit the interaction between Bcl-xL and Beclin 1 in vitro , and thus it is likely that Z36 induces autophagy by blocking the interaction between Bcl-xL and Bcl -2 and Beclin 1 .",0
All of these activating mutations inhibit RAS GTPase activity by preventing GAP stimulated GTP hydrolysis of GTP bound activated RAS .,0
This observation strongly suggested that calmodulin inhibited Shoc2 mediated binding of Ras to Raf1 and that Ca 2+  suppressed this calmodulin inhibition of Ras binding to Raf1 .,0
"Upon activation of TLR4 by LPS , they disrupt the interaction between Beclin 1 and its inhibitor Bcl-2 .",0
"We confirmed that phosphorylation of PGAM by Pak1 promotes the interaction between Mdm2 and PGAM under stress conditions , and that Mdm2 ubiquitinates PGAM in cultured cells and in vitro .",0
"The loss of p53 acetylation enables the same lysines to be ubiquitylated by Mdm2 , resulting in p53 degradation , whereas expression of a dominant negative HDAC1 increases DNA damage induced p53 acetylation , stability and transcriptional activity .",0
"A detailed analysis of the interactions between Ras and GAP-334 showed no role for R68 of Ras , explaining why Ras R68Q  can be stimulated by GAP     ,     ,     ,     .",0
"Curcumin blocks the IkappaK mediated phosphorylation and degredation of IkappaBalpha , thus NF-kappaB remains bound to IkappaBalpha in the cytoplasm and is not able to enter the nucleus to activate transcription .",0
"It is unclear whether rapamycin affects mTOR kinase activity or prevents mTORC1 from interacting with its substrates , since rapamycin bound mTOR complex 1 can still phosphorylate some of its substrates or autophosphorylate under certain conditions [   -   ] .",0
P27 inhibits arsenite induced S6 phosphorylation .,0
"Bevacizumab binds to VEGF and inhibits VEGF receptor binding ( a pro-angiogenic cytokine ) , thereby preventing the growth and maintenance of tumor blood vessels .",1
"1 ) The ATR and ATRIP complex binds to RPA-ssDNA ; 2 ) Rad17 and RFC , 9-1-1 , and TOPBP1 are sequentially loaded onto RPA-ssDNA ; 3 ) TOPBP1 interacts with the ATR and ATRIP complex , resulting in ATR activation .",0
"Furthermore , given the similarity of the value of the K D  of the oxidant for the wt Ras and Cdc25 complex and that of the  app K I  of the oxidant for the ternary complex , the perturbation of the wt Ras Cdc25 binding interaction is likely the main factor that determines the oxidant mediated inhibition of the catalytic action of Cdc25 on wt Ras .",0
"MJ increased the intracellular levels of H 2 O 2  and superoxide ( O 2 ) ions in human C6 glioma cells in vitro and induced the expression of heat shock protein 72 ( HSP72 ) , a negative regulator of H 2 O 2 -induced oxidative stress , in these cells in vitro ; MJ induced HSP72 expression was blocked by ROS inhibitors .",0
"While phosphorylation of Ambra 1 by mTOR inhibits autophagy , phosphorylation of Ambra 1 by ULK1 elicits autophagy .",0
"The resulting ATG5 and ATG12 complex interacts with ATG16L , which then oligomerizes to form the ATG16L complex .",1
Tubulin binds and inhibits the SIRT2 and HDAC6 complex .,2
"In general , Beclin 1 can enhance autophagy and inhibit tumorigenesis by forming a Beclin 1- PI3KIII and Vps34 complex , mediated by its positive regulators , UVRAG and Bif-1 , as well as its negative regulators , Bcl-2 .",0
"Although GSK-3 is a downstream target of Akt , it can also interact with TSC2 to regulate mTORC1 .",0
"The interaction between p53 and NF-kappaB reveals that , despite its role as a tumor suppressor , NF-kappaB becomes activated after reactivation of p53 even when the p53 induced apoptosis requires the participation of NF-kappaB .",0
